#X,rev_axeAmortisseur_supportPrincipal->RZ_Velocity(rel)
#Time(sec),Angular Velocity(degrees/sec)_Real
9.680000E+00,-6.931617
9.690000E+00,-6.931339
9.700000E+00,-6.931052
9.710000E+00,-6.930755
9.720000E+00,-6.930448
9.730000E+00,-6.930132
9.740000E+00,-6.929805
9.750000E+00,-6.929469
9.760000E+00,-6.929123
9.770000E+00,-6.928768
9.780000E+00,-6.928402
9.790000E+00,-6.928027
9.800000E+00,-6.927642
9.810000E+00,-6.927248
9.820000E+00,-6.926843
9.830000E+00,-6.926429
9.840000E+00,-6.926005
9.850000E+00,-6.925572
9.860000E+00,-6.925128
9.870000E+00,-6.924675
9.880000E+00,-6.924213
9.890000E+00,-6.923740
9.900000E+00,-6.923258
9.910000E+00,-6.922766
9.920000E+00,-6.922265
9.930000E+00,-6.921753
9.940000E+00,-6.921232
9.950000E+00,-6.920702
9.960000E+00,-6.920162
9.970000E+00,-6.919611
9.980000E+00,-6.919052
9.990000E+00,-6.918483
1.000000E+01,-6.917904
1.001000E+01,-6.917316
1.002000E+01,-6.916718
1.003000E+01,-6.916110
1.004000E+01,-6.915493
1.005000E+01,-6.914866
1.006000E+01,-6.914229
1.007000E+01,-6.913583
1.008000E+01,-6.912927
1.009000E+01,-6.912262
1.010000E+01,-6.911587
1.011000E+01,-6.910903
1.012000E+01,-6.910209
1.013000E+01,-6.909506
1.014000E+01,-6.908793
1.015000E+01,-6.908070
1.016000E+01,-6.907338
1.017000E+01,-6.906597
1.018000E+01,-6.905846
1.019000E+01,-6.905085
1.020000E+01,-6.904315
1.021000E+01,-6.903536
1.022000E+01,-6.902747
1.023000E+01,-6.901949
1.024000E+01,-6.901141
1.025000E+01,-6.900324
1.026000E+01,-6.899497
1.027000E+01,-6.898661
1.028000E+01,-6.897816
1.029000E+01,-6.896961
1.030000E+01,-6.896097
1.031000E+01,-6.895223
1.032000E+01,-6.894340
1.033000E+01,-6.893448
1.034000E+01,-6.892546
1.035000E+01,-6.891636
1.036000E+01,-6.890716
1.037000E+01,-6.889786
1.038000E+01,-6.888847
1.039000E+01,-6.887899
1.040000E+01,-6.886942
1.041000E+01,-6.885975
1.042000E+01,-6.885000
1.043000E+01,-6.884014
1.044000E+01,-6.883020
1.045000E+01,-6.882017
1.046000E+01,-6.881004
1.047000E+01,-6.879982
1.048000E+01,-6.878951
1.049000E+01,-6.877911
1.050000E+01,-6.876862
1.051000E+01,-6.875804
1.052000E+01,-6.874736
1.053000E+01,-6.873660
1.054000E+01,-6.872574
1.055000E+01,-6.871479
1.056000E+01,-6.870375
1.057000E+01,-6.869263
1.058000E+01,-6.868140
1.059000E+01,-6.867009
1.060000E+01,-6.865870
1.061000E+01,-6.864721
1.062000E+01,-6.863563
1.063000E+01,-6.862396
1.064000E+01,-6.861220
1.065000E+01,-6.860035
1.066000E+01,-6.858842
1.067000E+01,-6.857639
1.068000E+01,-6.856428
1.069000E+01,-6.855207
1.070000E+01,-6.853978
1.071000E+01,-6.852740
1.072000E+01,-6.851493
1.073000E+01,-6.850238
1.074000E+01,-6.848973
1.075000E+01,-6.847700
1.076000E+01,-6.846418
1.077000E+01,-6.845127
1.078000E+01,-6.843828
1.079000E+01,-6.842519
1.080000E+01,-6.841202
1.081000E+01,-6.839876
1.082000E+01,-6.838542
1.083000E+01,-6.837199
1.084000E+01,-6.835848
1.085000E+01,-6.834487
1.086000E+01,-6.833119
1.087000E+01,-6.831741
1.088000E+01,-6.830355
1.089000E+01,-6.828961
1.090000E+01,-6.827557
1.091000E+01,-6.826146
1.092000E+01,-6.824726
1.093000E+01,-6.823297
1.094000E+01,-6.821860
1.095000E+01,-6.820415
1.096000E+01,-6.818961
1.097000E+01,-6.817498
1.098000E+01,-6.816027
1.099000E+01,-6.814548
1.100000E+01,-6.813061
1.101000E+01,-6.811565
1.102000E+01,-6.810061
1.103000E+01,-6.808548
1.104000E+01,-6.807027
1.105000E+01,-6.805498
1.106000E+01,-6.803961
1.107000E+01,-6.802415
1.108000E+01,-6.800861
1.109000E+01,-6.799300
1.110000E+01,-6.797729
1.111000E+01,-6.796151
1.112000E+01,-6.794565
1.113000E+01,-6.792970
1.114000E+01,-6.791367
1.115000E+01,-6.789756
1.116000E+01,-6.788138
1.117000E+01,-6.786511
1.118000E+01,-6.784876
1.119000E+01,-6.783233
1.120000E+01,-6.781582
1.121000E+01,-6.779923
1.122000E+01,-6.778256
1.123000E+01,-6.776581
1.124000E+01,-6.774899
1.125000E+01,-6.773208
1.126000E+01,-6.771510
1.127000E+01,-6.769804
1.128000E+01,-6.768089
1.129000E+01,-6.766368
1.130000E+01,-6.764638
1.131000E+01,-6.762901
1.132000E+01,-6.761155
1.133000E+01,-6.759402
1.134000E+01,-6.757642
1.135000E+01,-6.755874
1.136000E+01,-6.754098
1.137000E+01,-6.752314
1.138000E+01,-6.750523
1.139000E+01,-6.748724
1.140000E+01,-6.746918
1.141000E+01,-6.745104
1.142000E+01,-6.743282
1.143000E+01,-6.741453
1.144000E+01,-6.739617
1.145000E+01,-6.737773
1.146000E+01,-6.735922
1.147000E+01,-6.734063
1.148000E+01,-6.732197
1.149000E+01,-6.730323
1.150000E+01,-6.728442
1.151000E+01,-6.726554
1.152000E+01,-6.724658
1.153000E+01,-6.722755
1.154000E+01,-6.720845
1.155000E+01,-6.718928
1.156000E+01,-6.717003
1.157000E+01,-6.715071
1.158000E+01,-6.713132
1.159000E+01,-6.711186
1.160000E+01,-6.709233
1.161000E+01,-6.707273
1.162000E+01,-6.705305
1.163000E+01,-6.703331
1.164000E+01,-6.701349
1.165000E+01,-6.699360
1.166000E+01,-6.697364
1.167000E+01,-6.695362
1.168000E+01,-6.693353
1.169000E+01,-6.691336
1.170000E+01,-6.689312
1.171000E+01,-6.687282
1.172000E+01,-6.685245
1.173000E+01,-6.683201
1.174000E+01,-6.681151
1.175000E+01,-6.679093
1.176000E+01,-6.677028
1.177000E+01,-6.674958
1.178000E+01,-6.672880
1.179000E+01,-6.670795
1.180000E+01,-6.668704
1.181000E+01,-6.666606
1.182000E+01,-6.664502
1.183000E+01,-6.662391
1.184000E+01,-6.660273
1.185000E+01,-6.658149
1.186000E+01,-6.656019
1.187000E+01,-6.653881
1.188000E+01,-6.651738
1.189000E+01,-6.649588
1.190000E+01,-6.647431
1.191000E+01,-6.645268
1.192000E+01,-6.643099
1.193000E+01,-6.640923
1.194000E+01,-6.638741
1.195000E+01,-6.636553
1.196000E+01,-6.634359
1.197000E+01,-6.632158
1.198000E+01,-6.629951
1.199000E+01,-6.627737
1.200000E+01,-6.625518
1.201000E+01,-6.623292
1.202000E+01,-6.621060
1.203000E+01,-6.618823
1.204000E+01,-6.616579
1.205000E+01,-6.614329
1.206000E+01,-6.612073
1.207000E+01,-6.609811
1.208000E+01,-6.607543
1.209000E+01,-6.605269
1.210000E+01,-6.602989
1.211000E+01,-6.600703
1.212000E+01,-6.598412
1.213000E+01,-6.596114
1.214000E+01,-6.593811
1.215000E+01,-6.591502
1.216000E+01,-6.589187
1.217000E+01,-6.586866
1.218000E+01,-6.584540
1.219000E+01,-6.582208
1.220000E+01,-6.579870
1.221000E+01,-6.577527
1.222000E+01,-6.575177
1.223000E+01,-6.572823
1.224000E+01,-6.570462
1.225000E+01,-6.568097
1.226000E+01,-6.565726
1.227000E+01,-6.563349
1.228000E+01,-6.560966
1.229000E+01,-6.558579
1.230000E+01,-6.556186
1.231000E+01,-6.553787
1.232000E+01,-6.551383
1.233000E+01,-6.548974
1.234000E+01,-6.546560
1.235000E+01,-6.544140
1.236000E+01,-6.541715
1.237000E+01,-6.539284
1.238000E+01,-6.536849
1.239000E+01,-6.534408
1.240000E+01,-6.531962
1.241000E+01,-6.529511
1.242000E+01,-6.527055
1.243000E+01,-6.524594
1.244000E+01,-6.522128
1.245000E+01,-6.519657
1.246000E+01,-6.517180
1.247000E+01,-6.514699
1.248000E+01,-6.512213
1.249000E+01,-6.509722
1.250000E+01,-6.507226
1.251000E+01,-6.504725
1.252000E+01,-6.502219
1.253000E+01,-6.499709
1.254000E+01,-6.497194
1.255000E+01,-6.494674
1.256000E+01,-6.492149
1.257000E+01,-6.489619
1.258000E+01,-6.487085
1.259000E+01,-6.484546
1.260000E+01,-6.482003
1.261000E+01,-6.479455
1.262000E+01,-6.476903
1.263000E+01,-6.474345
1.264000E+01,-6.471784
1.265000E+01,-6.469218
1.266000E+01,-6.466647
1.267000E+01,-6.464072
1.268000E+01,-6.461492
1.269000E+01,-6.458908
1.270000E+01,-6.456320
1.271000E+01,-6.453728
1.272000E+01,-6.451131
1.273000E+01,-6.448530
1.274000E+01,-6.445924
1.275000E+01,-6.443315
1.276000E+01,-6.440701
1.277000E+01,-6.438083
1.278000E+01,-6.435460
1.279000E+01,-6.432835
1.280000E+01,-6.430204
1.281000E+01,-6.427570
1.282000E+01,-6.424931
1.283000E+01,-6.422289
1.284000E+01,-6.419642
1.285000E+01,-6.416992
1.286000E+01,-6.414338
1.287000E+01,-6.411679
1.288000E+01,-6.409017
1.289000E+01,-6.406351
1.290000E+01,-6.403682
1.291000E+01,-6.401008
1.292000E+01,-6.398331
1.293000E+01,-6.395650
1.294000E+01,-6.392965
1.295000E+01,-6.390277
1.296000E+01,-6.387585
1.297000E+01,-6.384889
1.298000E+01,-6.382189
1.299000E+01,-6.379486
1.300000E+01,-6.376780
1.301000E+01,-6.374070
1.302000E+01,-6.371357
1.303000E+01,-6.368640
1.304000E+01,-6.365919
1.305000E+01,-6.363196
1.306000E+01,-6.360468
1.307000E+01,-6.357738
1.308000E+01,-6.355004
1.309000E+01,-6.352266
1.310000E+01,-6.349526
1.311000E+01,-6.346782
1.312000E+01,-6.344035
1.313000E+01,-6.341285
1.314000E+01,-6.338532
1.315000E+01,-6.335775
1.316000E+01,-6.333016
1.317000E+01,-6.330253
1.318000E+01,-6.327488
1.319000E+01,-6.324719
1.320000E+01,-6.321947
1.321000E+01,-6.319172
1.322000E+01,-6.316394
1.323000E+01,-6.313614
1.324000E+01,-6.310830
1.325000E+01,-6.308044
1.326000E+01,-6.305255
1.327000E+01,-6.302462
1.328000E+01,-6.299667
1.329000E+01,-6.296870
1.330000E+01,-6.294069
1.331000E+01,-6.291266
1.332000E+01,-6.288461
1.333000E+01,-6.285652
1.334000E+01,-6.282841
1.335000E+01,-6.280027
1.336000E+01,-6.277211
1.337000E+01,-6.274392
1.338000E+01,-6.271571
1.339000E+01,-6.268747
1.340000E+01,-6.265921
1.341000E+01,-6.263092
1.342000E+01,-6.260261
1.343000E+01,-6.257428
1.344000E+01,-6.254592
1.345000E+01,-6.251753
1.346000E+01,-6.248913
1.347000E+01,-6.246070
1.348000E+01,-6.243225
1.349000E+01,-6.240378
1.350000E+01,-6.237528
1.351000E+01,-6.234676
1.352000E+01,-6.231822
1.353000E+01,-6.228966
1.354000E+01,-6.226108
1.355000E+01,-6.223248
1.356000E+01,-6.220386
1.357000E+01,-6.217522
1.358000E+01,-6.214656
1.359000E+01,-6.211787
1.360000E+01,-6.208918
1.361000E+01,-6.206045
1.362000E+01,-6.203171
1.363000E+01,-6.200296
1.364000E+01,-6.197418
1.365000E+01,-6.194539
1.366000E+01,-6.191658
1.367000E+01,-6.188775
1.368000E+01,-6.185890
1.369000E+01,-6.183004
1.370000E+01,-6.180116
1.371000E+01,-6.177226
1.372000E+01,-6.174335
1.373000E+01,-6.171442
1.374000E+01,-6.168548
1.375000E+01,-6.165652
1.376000E+01,-6.162755
1.377000E+01,-6.159856
1.378000E+01,-6.156955
1.379000E+01,-6.154053
1.380000E+01,-6.151150
1.381000E+01,-6.148246
1.382000E+01,-6.145340
1.383000E+01,-6.142432
1.384000E+01,-6.139524
1.385000E+01,-6.136614
1.386000E+01,-6.133702
1.387000E+01,-6.130790
1.388000E+01,-6.127877
1.389000E+01,-6.124962
1.390000E+01,-6.122046
1.391000E+01,-6.119129
1.392000E+01,-6.116211
1.393000E+01,-6.113292
1.394000E+01,-6.110372
1.395000E+01,-6.107450
1.396000E+01,-6.104528
1.397000E+01,-6.101605
1.398000E+01,-6.098681
1.399000E+01,-6.095756
1.400000E+01,-6.092830
1.401000E+01,-6.089903
1.402000E+01,-6.086975
1.403000E+01,-6.084047
1.404000E+01,-6.081118
1.405000E+01,-6.078188
1.406000E+01,-6.075257
1.407000E+01,-6.072326
1.408000E+01,-6.069394
1.409000E+01,-6.066461
1.410000E+01,-6.063528
1.411000E+01,-6.060594
1.412000E+01,-6.057659
1.413000E+01,-6.054724
1.414000E+01,-6.051788
1.415000E+01,-6.048852
1.416000E+01,-6.045916
1.417000E+01,-6.042979
1.418000E+01,-6.040041
1.419000E+01,-6.037103
1.420000E+01,-6.034165
1.421000E+01,-6.031226
1.422000E+01,-6.028287
1.423000E+01,-6.025348
1.424000E+01,-6.022409
1.425000E+01,-6.019469
1.426000E+01,-6.016529
1.427000E+01,-6.013589
1.428000E+01,-6.010648
1.429000E+01,-6.007708
1.430000E+01,-6.004767
1.431000E+01,-6.001826
1.432000E+01,-5.998886
1.433000E+01,-5.995945
1.434000E+01,-5.993004
1.435000E+01,-5.990063
1.436000E+01,-5.987122
1.437000E+01,-5.984181
1.438000E+01,-5.981241
1.439000E+01,-5.978300
1.440000E+01,-5.975359
1.441000E+01,-5.972419
1.442000E+01,-5.969479
1.443000E+01,-5.966539
1.444000E+01,-5.963599
1.445000E+01,-5.960660
1.446000E+01,-5.957720
1.447000E+01,-5.954781
1.448000E+01,-5.951843
1.449000E+01,-5.948904
1.450000E+01,-5.945967
1.451000E+01,-5.943029
1.452000E+01,-5.940092
1.453000E+01,-5.937155
1.454000E+01,-5.934219
1.455000E+01,-5.931284
1.456000E+01,-5.928348
1.457000E+01,-5.925414
1.458000E+01,-5.922480
1.459000E+01,-5.919546
1.460000E+01,-5.916614
1.461000E+01,-5.913681
1.462000E+01,-5.910750
1.463000E+01,-5.907819
1.464000E+01,-5.904889
1.465000E+01,-5.901960
1.466000E+01,-5.899031
1.467000E+01,-5.896103
1.468000E+01,-5.893176
1.469000E+01,-5.890250
1.470000E+01,-5.887325
1.471000E+01,-5.884400
1.472000E+01,-5.881477
1.473000E+01,-5.878554
1.474000E+01,-5.875632
1.475000E+01,-5.872712
1.476000E+01,-5.869792
1.477000E+01,-5.866874
1.478000E+01,-5.863956
1.479000E+01,-5.861039
1.480000E+01,-5.858124
1.481000E+01,-5.855210
1.482000E+01,-5.852296
1.483000E+01,-5.849384
1.484000E+01,-5.846474
1.485000E+01,-5.843564
1.486000E+01,-5.840656
1.487000E+01,-5.837749
1.488000E+01,-5.834843
1.489000E+01,-5.831938
1.490000E+01,-5.829035
1.491000E+01,-5.826133
1.492000E+01,-5.823233
1.493000E+01,-5.820334
1.494000E+01,-5.817436
1.495000E+01,-5.814540
1.496000E+01,-5.811646
1.497000E+01,-5.808752
1.498000E+01,-5.805861
1.499000E+01,-5.802971
1.500000E+01,-5.800082
1.501000E+01,-5.797195
1.502000E+01,-5.794310
1.503000E+01,-5.791426
1.504000E+01,-5.788544
1.505000E+01,-5.785664
1.506000E+01,-5.782785
1.507000E+01,-5.779908
1.508000E+01,-5.777033
1.509000E+01,-5.774160
1.510000E+01,-5.771288
1.511000E+01,-5.768419
1.512000E+01,-5.765551
1.513000E+01,-5.762685
1.514000E+01,-5.759821
1.515000E+01,-5.756958
1.516000E+01,-5.754098
1.517000E+01,-5.751240
1.518000E+01,-5.748383
1.519000E+01,-5.745529
1.520000E+01,-5.742677
1.521000E+01,-5.739827
1.522000E+01,-5.736978
1.523000E+01,-5.734132
1.524000E+01,-5.731288
1.525000E+01,-5.728447
1.526000E+01,-5.725607
1.527000E+01,-5.722770
1.528000E+01,-5.719934
1.529000E+01,-5.717101
1.530000E+01,-5.714270
1.531000E+01,-5.711442
1.532000E+01,-5.708616
1.533000E+01,-5.705792
1.534000E+01,-5.702971
1.535000E+01,-5.700152
1.536000E+01,-5.697335
1.537000E+01,-5.694520
1.538000E+01,-5.691708
1.539000E+01,-5.688899
1.540000E+01,-5.686092
1.541000E+01,-5.683288
1.542000E+01,-5.680486
1.543000E+01,-5.677687
1.544000E+01,-5.674890
1.545000E+01,-5.672096
1.546000E+01,-5.669304
1.547000E+01,-5.666515
1.548000E+01,-5.663729
1.549000E+01,-5.660945
1.550000E+01,-5.658164
1.551000E+01,-5.655386
1.552000E+01,-5.652611
1.553000E+01,-5.649838
1.554000E+01,-5.647068
1.555000E+01,-5.644301
1.556000E+01,-5.641537
1.557000E+01,-5.638776
1.558000E+01,-5.636017
1.559000E+01,-5.633262
1.560000E+01,-5.630509
1.561000E+01,-5.627760
1.562000E+01,-5.625013
1.563000E+01,-5.622269
1.564000E+01,-5.619529
1.565000E+01,-5.616791
1.566000E+01,-5.614057
1.567000E+01,-5.611325
1.568000E+01,-5.608597
1.569000E+01,-5.605872
1.570000E+01,-5.603149
1.571000E+01,-5.600431
1.572000E+01,-5.597715
1.573000E+01,-5.595002
1.574000E+01,-5.592293
1.575000E+01,-5.589587
1.576000E+01,-5.586884
1.577000E+01,-5.584185
1.578000E+01,-5.581489
1.579000E+01,-5.578796
1.580000E+01,-5.576107
1.581000E+01,-5.573421
1.582000E+01,-5.570738
1.583000E+01,-5.568059
1.584000E+01,-5.565384
1.585000E+01,-5.562712
1.586000E+01,-5.560043
1.587000E+01,-5.557378
1.588000E+01,-5.554716
1.589000E+01,-5.552058
1.590000E+01,-5.549404
1.591000E+01,-5.546753
1.592000E+01,-5.544106
1.593000E+01,-5.541462
1.594000E+01,-5.538822
1.595000E+01,-5.536186
1.596000E+01,-5.533554
1.597000E+01,-5.530925
1.598000E+01,-5.528300
1.599000E+01,-5.525679
1.600000E+01,-5.523062
1.601000E+01,-5.520448
1.602000E+01,-5.517839
1.603000E+01,-5.515233
1.604000E+01,-5.512631
1.605000E+01,-5.510033
1.606000E+01,-5.507439
1.607000E+01,-5.504849
1.608000E+01,-5.502263
1.609000E+01,-5.499681
1.610000E+01,-5.497103
1.611000E+01,-5.494529
1.612000E+01,-5.491959
1.613000E+01,-5.489394
1.614000E+01,-5.486832
1.615000E+01,-5.484275
1.616000E+01,-5.481721
1.617000E+01,-5.479172
1.618000E+01,-5.476627
1.619000E+01,-5.474086
1.620000E+01,-5.471550
1.621000E+01,-5.469018
1.622000E+01,-5.466490
1.623000E+01,-5.463966
1.624000E+01,-5.461447
1.625000E+01,-5.458932
1.626000E+01,-5.456422
1.627000E+01,-5.453916
1.628000E+01,-5.451414
1.629000E+01,-5.448917
1.630000E+01,-5.446424
1.631000E+01,-5.443936
1.632000E+01,-5.441452
1.633000E+01,-5.438973
1.634000E+01,-5.436498
1.635000E+01,-5.434028
1.636000E+01,-5.431563
1.637000E+01,-5.429102
1.638000E+01,-5.426646
1.639000E+01,-5.424194
1.640000E+01,-5.421748
1.641000E+01,-5.419306
1.642000E+01,-5.416868
1.643000E+01,-5.414436
1.644000E+01,-5.412008
1.645000E+01,-5.409585
1.646000E+01,-5.407167
1.647000E+01,-5.404754
1.648000E+01,-5.402345
1.649000E+01,-5.399942
1.650000E+01,-5.397543
1.651000E+01,-5.395149
1.652000E+01,-5.392761
1.653000E+01,-5.390377
1.654000E+01,-5.387998
1.655000E+01,-5.385625
1.656000E+01,-5.383256
1.657000E+01,-5.380893
1.658000E+01,-5.378534
1.659000E+01,-5.376181
1.660000E+01,-5.373833
1.661000E+01,-5.371490
1.662000E+01,-5.369152
1.663000E+01,-5.366820
1.664000E+01,-5.364492
1.665000E+01,-5.362170
1.666000E+01,-5.359854
1.667000E+01,-5.357542
1.668000E+01,-5.355236
1.669000E+01,-5.352935
1.670000E+01,-5.350640
1.671000E+01,-5.348350
1.672000E+01,-5.346065
1.673000E+01,-5.343786
1.674000E+01,-5.341513
1.675000E+01,-5.339244
1.676000E+01,-5.336982
1.677000E+01,-5.334725
1.678000E+01,-5.332473
1.679000E+01,-5.330227
1.680000E+01,-5.327987
1.681000E+01,-5.325753
1.682000E+01,-5.323523
1.683000E+01,-5.321300
1.684000E+01,-5.319083
1.685000E+01,-5.316871
1.686000E+01,-5.314665
1.687000E+01,-5.312464
1.688000E+01,-5.310270
1.689000E+01,-5.308081
1.690000E+01,-5.305898
1.691000E+01,-5.303721
1.692000E+01,-5.301550
1.693000E+01,-5.299385
1.694000E+01,-5.297226
1.695000E+01,-5.295073
1.696000E+01,-5.292926
1.697000E+01,-5.290784
1.698000E+01,-5.288649
1.699000E+01,-5.286520
1.700000E+01,-5.284397
1.701000E+01,-5.282281
1.702000E+01,-5.280170
1.703000E+01,-5.278065
1.704000E+01,-5.275967
1.705000E+01,-5.273875
1.706000E+01,-5.271789
1.707000E+01,-5.269709
1.708000E+01,-5.267636
1.709000E+01,-5.265569
1.710000E+01,-5.263509
1.711000E+01,-5.261454
1.712000E+01,-5.259407
1.713000E+01,-5.257365
1.714000E+01,-5.255330
1.715000E+01,-5.253302
1.716000E+01,-5.251280
1.717000E+01,-5.249264
1.718000E+01,-5.247256
1.719000E+01,-5.245253
1.720000E+01,-5.243258
1.721000E+01,-5.241269
1.722000E+01,-5.239286
1.723000E+01,-5.237310
1.724000E+01,-5.235341
1.725000E+01,-5.233379
1.726000E+01,-5.231424
1.727000E+01,-5.229475
1.728000E+01,-5.227533
1.729000E+01,-5.225598
1.730000E+01,-5.223670
1.731000E+01,-5.221749
1.732000E+01,-5.219835
1.733000E+01,-5.217927
1.734000E+01,-5.216027
1.735000E+01,-5.214133
1.736000E+01,-5.212247
1.737000E+01,-5.210368
1.738000E+01,-5.208496
1.739000E+01,-5.206631
1.740000E+01,-5.204773
1.741000E+01,-5.202922
1.742000E+01,-5.201078
1.743000E+01,-5.199242
1.744000E+01,-5.197413
1.745000E+01,-5.195591
1.746000E+01,-5.193777
1.747000E+01,-5.191970
1.748000E+01,-5.190171
1.749000E+01,-5.188378
1.750000E+01,-5.186593
1.751000E+01,-5.184816
1.752000E+01,-5.183046
1.753000E+01,-5.181284
1.754000E+01,-5.179529
1.755000E+01,-5.177782
1.756000E+01,-5.176042
1.757000E+01,-5.174310
1.758000E+01,-5.172586
1.759000E+01,-5.170870
1.760000E+01,-5.169161
1.761000E+01,-5.167460
1.762000E+01,-5.165766
1.763000E+01,-5.164081
1.764000E+01,-5.162403
1.765000E+01,-5.160734
1.766000E+01,-5.159072
1.767000E+01,-5.157418
1.768000E+01,-5.155772
1.769000E+01,-5.154134
1.770000E+01,-5.152505
1.771000E+01,-5.150883
1.772000E+01,-5.149269
1.773000E+01,-5.147664
1.774000E+01,-5.146066
1.775000E+01,-5.144477
1.776000E+01,-5.142897
1.777000E+01,-5.141324
1.778000E+01,-5.139760
1.779000E+01,-5.138204
1.780000E+01,-5.136656
1.781000E+01,-5.135117
1.782000E+01,-5.133587
1.783000E+01,-5.132064
1.784000E+01,-5.130551
1.785000E+01,-5.129046
1.786000E+01,-5.127549
1.787000E+01,-5.126061
1.788000E+01,-5.124582
1.789000E+01,-5.123111
1.790000E+01,-5.121649
1.791000E+01,-5.120196
1.792000E+01,-5.118751
1.793000E+01,-5.117316
1.794000E+01,-5.115889
1.795000E+01,-5.114471
1.796000E+01,-5.113062
1.797000E+01,-5.111662
1.798000E+01,-5.110272
1.799000E+01,-5.108890
1.800000E+01,-5.107517
1.801000E+01,-5.106153
1.802000E+01,-5.104799
1.803000E+01,-5.103453
1.804000E+01,-5.102117
1.805000E+01,-5.100791
1.806000E+01,-5.099473
1.807000E+01,-5.098165
1.808000E+01,-5.096866
1.809000E+01,-5.095576
1.810000E+01,-5.094297
1.811000E+01,-5.093026
1.812000E+01,-5.091765
1.813000E+01,-5.090514
1.814000E+01,-5.089272
1.815000E+01,-5.088040
1.816000E+01,-5.086818
1.817000E+01,-5.085605
1.818000E+01,-5.084402
1.819000E+01,-5.083209
1.820000E+01,-5.082026
1.821000E+01,-5.080853
1.822000E+01,-5.079690
1.823000E+01,-5.078536
1.824000E+01,-5.077393
1.825000E+01,-5.076260
1.826000E+01,-5.075137
1.827000E+01,-5.074024
1.828000E+01,-5.072921
1.829000E+01,-5.071829
1.830000E+01,-5.070747
1.831000E+01,-5.069675
1.832000E+01,-5.068614
1.833000E+01,-5.067563
1.834000E+01,-5.066522
1.835000E+01,-5.065492
1.836000E+01,-5.064473
1.837000E+01,-5.063464
1.838000E+01,-5.062466
1.839000E+01,-5.061479
1.840000E+01,-5.060502
1.841000E+01,-5.059536
1.842000E+01,-5.058581
1.843000E+01,-5.057637
1.844000E+01,-5.056704
1.845000E+01,-5.055782
1.846000E+01,-5.054870
1.847000E+01,-5.053970
1.848000E+01,-5.053081
1.849000E+01,-5.052204
1.850000E+01,-5.051338
1.851000E+01,-5.050482
1.852000E+01,-5.049639
1.853000E+01,-5.048806
1.854000E+01,-5.047985
1.855000E+01,-5.047176
1.856000E+01,-5.046378
1.857000E+01,-5.045592
1.858000E+01,-5.044817
1.859000E+01,-5.044054
1.860000E+01,-5.043303
1.861000E+01,-5.042564
1.862000E+01,-5.041837
1.863000E+01,-5.041122
1.864000E+01,-5.040418
1.865000E+01,-5.039727
1.866000E+01,-5.039048
1.867000E+01,-5.038380
1.868000E+01,-5.037726
1.869000E+01,-5.037083
1.870000E+01,-5.036453
1.871000E+01,-5.035835
1.872000E+01,-5.035230
1.873000E+01,-5.034637
1.874000E+01,-5.034057
1.875000E+01,-5.033489
1.876000E+01,-5.032934
1.877000E+01,-5.032392
1.878000E+01,-5.031863
1.879000E+01,-5.031347
1.880000E+01,-5.030843
1.881000E+01,-5.030353
1.882000E+01,-5.029875
1.883000E+01,-5.029411
1.884000E+01,-5.028960
1.885000E+01,-5.028523
1.886000E+01,-5.028098
1.887000E+01,-5.027687
1.888000E+01,-5.027290
1.889000E+01,-5.026906
1.890000E+01,-5.026536
1.891000E+01,-5.026179
1.892000E+01,-5.025837
1.893000E+01,-5.025508
1.894000E+01,-5.025192
1.895000E+01,-5.024891
1.896000E+01,-5.024604
1.897000E+01,-5.024331
1.898000E+01,-5.024073
1.899000E+01,-5.023828
1.900000E+01,-5.023598
1.901000E+01,-5.023382
1.902000E+01,-5.023181
1.903000E+01,-5.022994
1.904000E+01,-5.022822
1.905000E+01,-5.022665
1.906000E+01,-5.022523
1.907000E+01,-5.022395
1.908000E+01,-5.022282
1.909000E+01,-5.022185
1.910000E+01,-5.022102
1.911000E+01,-5.022035
1.912000E+01,-5.021983
1.913000E+01,-5.021946
1.914000E+01,-5.021925
1.915000E+01,-5.021919
1.916000E+01,-5.021929
1.917000E+01,-5.021955
1.918000E+01,-5.021996
1.919000E+01,-5.022054
1.920000E+01,-5.022127
1.921000E+01,-5.022216
1.922000E+01,-5.022322
1.923000E+01,-5.022444
1.924000E+01,-5.022582
1.925000E+01,-5.022736
1.926000E+01,-5.022907
1.927000E+01,-5.023095
1.928000E+01,-5.023299
1.929000E+01,-5.023521
1.930000E+01,-5.023759
1.931000E+01,-5.024014
1.932000E+01,-5.024286
1.933000E+01,-5.024576
1.934000E+01,-5.024882
1.935000E+01,-5.025207
1.936000E+01,-5.025548
1.937000E+01,-5.025907
1.938000E+01,-5.026285
1.939000E+01,-5.026679
1.940000E+01,-5.027092
1.941000E+01,-5.027523
1.942000E+01,-5.027972
1.943000E+01,-5.028439
1.944000E+01,-5.028924
1.945000E+01,-5.029429
1.946000E+01,-5.029951
1.947000E+01,-5.030493
1.948000E+01,-5.031053
1.949000E+01,-5.031632
1.950000E+01,-5.032230
1.951000E+01,-5.032847
1.952000E+01,-5.033484
1.953000E+01,-5.034140
1.954000E+01,-5.034816
1.955000E+01,-5.035511
1.956000E+01,-5.036226
1.957000E+01,-5.036961
1.958000E+01,-5.037716
1.959000E+01,-5.038491
1.960000E+01,-5.039287
1.961000E+01,-5.040103
1.962000E+01,-5.040939
